Fonds,Pays / Info,Secteurs,Position,Véhicules,Catégorie,Géographie d'investissement,HQ,Bureaux,"Ticket 
(m€)","Ticket Min 
(m€)","Ticket Max
(m€)",Type d'investissement,Contact,Contact qualifié (Oui/Non),Appétence pour secteur,Thèse d'investissement (VE/EBITDA cible),Approché dans Opérations D&A ,Sources,Plaquette ,Commentaires
Etats-Unis - PE specialist,Tous secteurs,"ARTEMIS CAPITAL PARTNERS |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  2 - 15 M€    VE:  10 - 80 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,,"CHAMPLAIN CAPITAL MANAGEMENT |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 80 M€    VE:  15 - 400 M€ Secteur:  Zones géographiques:",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Agroalimentaire, , , , ","CENTERGATE CAPITAL |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 70 M€    VE:  25 - 300 M€ Secteur:  Agroalimentaire    Industrie    Biens de consommation    Distribution aux Particuliers / Entreprises    Services aux Particuliers / Entreprises Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Agroalimentaire, , , , ","CASTANEA PARTNERS |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  15 - 150 M€    VE:  15 - 250 M€ Secteur:  Agroalimentaire    Industrie    Distribution aux Particuliers / Entreprises    Biens de consommation    Technologie Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Santé, Services Financiers, , , ","CLARION CAPITAL PARTNERS |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  15 - 60 M€    VE:  15 - 150 M€ Secteur:  Santé    Services Financiers    Biens de consommation    Média    Services aux Particuliers / Entreprises Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Pologne - PE specialist,Tous secteurs,"TAR HEEL CAPITAL |  Pologne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 45 M€    VE:  20 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Europe Centrale et de l'Est",,,,,,,,,,,,,,,,,,
République tchèque - PE specialist,"Agroalimentaire, , , , , ","ARX EQUITY PARTNERS |  République tchèque - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 25 M€    VE:  10 - 100 M€ Secteur:  Agroalimentaire    Santé    Industrie    Services Financiers    Biens de consommation    Services aux Particuliers / Entreprises Zones géographiques:  Europe Centrale et de l'Est",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Industrie, Distribution aux Particuliers / Entreprises, , ","DELOS CAPITAL |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 40 M€    VE:  10 - 80 M€ Secteur:  Industrie    Distribution aux Particuliers / Entreprises    Biens de consommation    Services aux Particuliers / Entreprises Zones géographiques:  Etats-Unis",,,,,,,,,,,,,,,,,,
Pologne - PE specialist,Tous secteurs,"IMPERA ALFA ALTERNATIVE SPOLKA INWESTYCYJNA |  Pologne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  0 - 0 M€    VE:  2 - 10 M€ Secteur:  Tous secteurs Zones géographiques:  Europe Centrale et de l'Est",,,,,,,,,,,,,,,,,,
Estonie - Family Office,Tous secteurs,"WELLMAN |  Estonie - Family Office 1 (Minoritaire, Majoritaire, Venture) Ticket unitaire:  0 - 10 M€    VE:  0 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Estonie    Lettonie    Lituanie",,,,,,,,,,,,,,,,,,
Grèce - PE specialist,Tous secteurs,"DECA INVESTMENTS |  Grèce - PE specialist 1 (Mezzanine, Minoritaire, Majoritaire) Ticket unitaire:  5 - 10 M€    VE:  5 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Grèce",,,,,,,,,,,,,,,,,,
Italie - Family Office,"Santé, Services Financiers, , , , Santé, Services Financiers, , , ","INNOVATIVE-RFK |  Italie - Family Office 1 (Venture (Growth), Venture) Ticket unitaire:  1 - 10 M€    VE:  0 - 0 M€ Secteur:  Santé    Services Financiers    Internet et e-commerce    Technologie    Média Zones géographiques:  Italie 2 (Minoritaire) Ticket unitaire:  1 - 10 M€    VE:  2 - 50 M€ Secteur:  Santé    Services Financiers    Internet et e-commerce    Technologie    Média Zones géographiques:  Italie",,,,,,,,,,,,,,,,,,
France - PE specialist,Tous secteurs,"ALBAREST PARTNERS |  France - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 15 M€    VE:  10 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  France",,,,,,,,,,,,,,,,,,
Belgique - PE specialist,"Agroalimentaire, Agroalimentaire","AGRI INVESTMENT FUND |  Belgique - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 35 M€    VE:  10 - 100 M€ Secteur:  Agroalimentaire Zones géographiques:  Belgique 2 (Venture) Ticket unitaire:  1 - 10 M€    VE:  0 - 0 M€ Secteur:  Agroalimentaire Zones géographiques:  Belgique",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,SULLIVAN STREET PARTNERS |  Angleterre - PE specialist 1 (Majoritaire) Ticket unitaire:  1 - 45 M€    VE:  5 - 150 M€ Secteur:  Tous secteurs Zones géographiques:  Royaume-Uni,,,,,,,,,,,,,,,,,,
Guernsey - PE specialist,Tous secteurs,"BETTER CAPITAL |  Guernsey - PE specialist 1 (Minoritaire, Majoritaire, Retournement) Ticket unitaire:  5 - 150 M€    VE:  60 - 600 M€ Secteur:  Tous secteurs Zones géographiques:  Europe de l'Ouest",,,,,,,,,,,,,,,,,,
Belgique - Bank - PE dept,Tous secteurs,"ING PRIVATE EQUITY |  Belgique - Bank - PE dept 1 (Minoritaire, Majoritaire) Ticket unitaire:  2 - 20 M€    VE:  5 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Belgique",,,,,,,,,,,,,,,,,,
Suède - Family Office,Tous secteurs,"STENA ADACTUM |  Suède - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  25 - 100 M€    VE:  100 - 500 M€ Secteur:  Tous secteurs Zones géographiques:  Scandinavie",,,,,,,,,,,,,,,,,,
Pays-Bas - Family Office,Tous secteurs,"NIEUWGELUK INVESTMENTS |  Pays-Bas - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  2 - 10 M€    VE:  50 - 250 M€ Secteur:  Tous secteurs Zones géographiques:  Pays-Bas",,,,,,,,,,,,,,,,,,
Belgique - Family Office,"Distribution aux Particuliers / Entreprises, ","MITISKA |  Belgique - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 40 M€    VE:  20 - 200 M€ Secteur:  Distribution aux Particuliers / Entreprises    Biens de consommation Zones géographiques:  Europe",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,"FAMILY TRUST INVESTOR |  Allemagne - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  5 - 35 M€    VE:  5 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  DACH",,,,,,,,,,,,,,,,,,
Italie - PE specialist,Tous secteurs,"BRAVO INVEST |  Italie - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  5 - 25 M€    VE:  20 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Italie",,,,,,,,,,,,,,,,,,
Autriche - PE specialist,Tous secteurs,"AWS MITTELSTANDSFONDS |  Autriche - PE specialist 1 (Mezzanine, Minoritaire) Ticket unitaire:  0 - 5 M€    VE:  5 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  DACH",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,"Services aux Particuliers / Entreprises, , ",STEMAS |  Allemagne - PE specialist 1 (Majoritaire) Ticket unitaire:  5 - 30 M€    VE:  20 - 100 M€ Secteur:  Services aux Particuliers / Entreprises    Technologie    Industrie Zones géographiques:  Allemagne,,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,"PREMIUM EQUITY PARTNERS |  Allemagne - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  5 - 20 M€    VE:  10 - 75 M€ Secteur:  Tous secteurs Zones géographiques:  DACH",,,,,,,,,,,,,,,,,,
Suisse - PE specialist,"Immobilier, Divertissement / Loisir / Restauration, ","AEVIS VICTORIA |  Suisse - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  10 - 100 M€    VE:  50 - 500 M€ Secteur:  Immobilier    Divertissement / Loisir / Restauration    Santé Zones géographiques:  Suisse",,,,,,,,,,,,,,,,,,
France - PE specialist,Tous secteurs,"ELIGE CAPITAL |  France - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  1 - 4 M€    VE:  0 - 20 M€ Secteur:  Tous secteurs Zones géographiques:  France",,,,,,,,,,,,,,,,,,
Allemagne - Family Office,"Industrie, Santé, ","ATON GMBH |  Allemagne - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  250 - 500 M€    VE:  500 - 2 500 M€ Secteur:  Industrie    Santé    Aéronautique et Défense Zones géographiques:  Allemagne    Afrique du Sud    Amérique du Nord",,,,,,,,,,,,,,,,,,
Norvège - PE specialist,"Distribution aux Particuliers / Entreprises, , , , ","JOTUNFJELL PARTNERS |  Norvège - PE specialist 1 (Majoritaire, Retournement) Ticket unitaire:  0,5 - 5 M€    VE:  1 - 10 M€ Secteur:  Distribution aux Particuliers / Entreprises    Internet et e-commerce    Biens de consommation    Technologie    Industrie Zones géographiques:  Scandinavie",,,,,,,,,,,,,,,,,,
Norvège - Family Office,"Tous secteurs, Tous secteurs","WATRIUM |  Norvège - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 50 M€    VE:  20 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Scandinavie    Royaume-Uni    Amérique du Nord 2 (Venture) Ticket unitaire:  5 - 20 M€    VE:  0 - 0 M€ Secteur:  Tous secteurs Zones géographiques:  Scandinavie    Royaume-Uni    Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Technologie,"MEDINA VENTURES |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 15 M€    VE:  40 - 150 M€ Secteur:  Technologie Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Distribution aux Particuliers / Entreprises, , ","KIRTLAND CAPITAL PARTNERS |  Etats-Unis - PE specialist 1 (Venture, Majoritaire, Minoritaire) Ticket unitaire:  1 - 10 M€    VE:  15 - 80 M€ Secteur:  Distribution aux Particuliers / Entreprises    Internet et e-commerce    Industrie Zones géographiques:  Etats-Unis    Canada",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"ATAR CAPITAL |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  20 - 150 M€    VE:  80 - 2 000 M€ Secteur:  Tous secteurs Zones géographiques:  Etats-Unis    Canada",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"GAMUT CAPITAL MANAGEMENT |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  40 - 150 M€    VE:  150 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  Etats-Unis    Europe de l'Ouest",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"MAY RIVER CAPITAL |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 20 M€    VE:  15 - 60 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"CENTRE LANE PARTNERS |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 40 M€    VE:  35 - 800 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Chypre - PE specialist,"Services aux Particuliers / Entreprises, , , , , , , ","CEE EQUITY PARTNERS |  Chypre - PE specialist 1 (Unitranche, Minoritaire, Majoritaire, Mezzanine) Ticket unitaire:  15 - 80 M€    VE:  40 - 400 M€ Secteur:  Services aux Particuliers / Entreprises    Santé    Biens de consommation    Divertissement / Loisir / Restauration    BTP / Construction    Industrie    Telecom    Energie et Environnement Zones géographiques:  Europe Centrale et de l'Est",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Services aux Particuliers / Entreprises, ","CORRIDOR CAPITAL |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 20 M€    VE:  10 - 40 M€ Secteur:  Services aux Particuliers / Entreprises    Services Financiers Zones géographiques:  Etats-Unis",,,,,,,,,,,,,,,,,,
Lituanie - Bank - PE dept,Tous secteurs,"INVL ASSET MANAGEMENT UAB |  Lituanie - Bank - PE dept 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 50 M€    VE:  30 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  Pologne    Europe Centrale et de l'Est",,,,,,,,,,,,,,,,,,
Pologne - PE specialist,Tous secteurs,"FOREVEST CAPITAL PARTNERS |  Pologne - PE specialist 1 (Venture, Minoritaire, Majoritaire) Ticket unitaire:  10 - 100 M€    VE:  20 - 150 M€ Secteur:  Tous secteurs Zones géographiques:  Europe Centrale et de l'Est",,,,,,,,,,,,,,,,,,
Hongrie - PE specialist,"Internet et e-commerce, , Internet et e-commerce, ",EUROVENTURES |  Hongrie - PE specialist 1 (Minoritaire) Ticket unitaire:  1 - 5 M€    VE:  0 - 20 M€ Secteur:  Internet et e-commerce    Technologie Zones géographiques:  Europe Centrale et de l'Est 2 (Venture) Ticket unitaire:  1 - 5 M€    VE:  0 - 20 M€ Secteur:  Internet et e-commerce    Technologie Zones géographiques:  Europe Centrale et de l'Est,,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Industrie,"ELAGHMORE |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  0 - 10 M€    VE:  0 - 100 M€ Secteur:  Industrie Zones géographiques:  Royaume-Uni",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Technologie,"BEECH TREE PRIVATE EQUITY |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 40 M€    VE:  10 - 90 M€ Secteur:  Technologie Zones géographiques:  Royaume-Uni    Europe",,,,,,,,,,,,,,,,,,
France - PE specialist,"Industrie, Technologie","YOTTA CAPITAL PARTNERS |  France - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 15 M€    VE:  10 - 100 M€ Secteur:  Industrie    Technologie Zones géographiques:  France",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,"Internet et e-commerce, ",FLEX CAPITAL MANAGEMENT |  Allemagne - PE specialist 1 (Majoritaire) Ticket unitaire:  10 - 60 M€    VE:  5 - 100 M€ Secteur:  Internet et e-commerce    Technologie Zones géographiques:  Autriche    Allemagne    Suisse    DACH,,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,"PHD INDUSTRIAL HOLDINGS |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  1 - 4 M€    VE:  5 - 15 M€ Secteur:  Tous secteurs Zones géographiques:  Royaume-Uni",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Distribution aux Particuliers / Entreprises, , ",OPCAPITA |  Angleterre - PE specialist 1 (Majoritaire) Ticket unitaire:  50 - 250 M€    VE:  250 - 1 000 M€ Secteur:  Distribution aux Particuliers / Entreprises    Biens de consommation    Divertissement / Loisir / Restauration Zones géographiques:  Europe de l'Ouest,,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,"PROMETHEAN INVESTMENTS |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 100 M€    VE:  20 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  Royaume-Uni",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,BUCKLAND GROUP (ex PORTCHESTER EQUITY) |  Angleterre - PE specialist 1 (Majoritaire) Ticket unitaire:  3 - 10 M€    VE:  10 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Royaume-Uni,,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Services aux Particuliers / Entreprises, , , , ","ASHRIDGE CAPITAL |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  1 - 25 M€    VE:  5 - 60 M€ Secteur:  Services aux Particuliers / Entreprises    Santé    Distribution aux Particuliers / Entreprises    Divertissement / Loisir / Restauration    Technologie Zones géographiques:  Royaume-Uni",,,,,,,,,,,,,,,,,,
Belgique - PE specialist,"Santé, Biens de consommation, ","DAMIER GROUP |  Belgique - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 200 M€    VE:  10 - 1 000 M€ Secteur:  Santé    Biens de consommation    Divertissement / Loisir / Restauration Zones géographiques:  Amérique du Nord    Europe",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,"HAMILTON BRADSHAW |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  0 - 5 M€    VE:  5 - 150 M€ Secteur:  Tous secteurs Zones géographiques:  Royaume-Uni",,,,,,,,,,,,,,,,,,
Belgique - Family Office,Tous secteurs,"LEGIA CAPITAL |  Belgique - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  1 - 10 M€    VE:  5 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Belgique    Allemagne    Pays-Bas    France",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,"Tous secteurs, Tous secteurs","HEIDELBERG CAPITAL |  Allemagne - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 50 M€    VE:  20 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  Allemagne 2 (Venture, Venture (Growth)) Ticket unitaire:  0 - 5 M€    VE:  0 - 0 M€ Secteur:  Tous secteurs Zones géographiques:  Allemagne",,,,,,,,,,,,,,,,,,
Italie - PE specialist,Tous secteurs,MITTEL |  Italie - PE specialist 1 (Majoritaire) Ticket unitaire:  20 - 40 M€    VE:  40 - 60 M€ Secteur:  Tous secteurs Zones géographiques:  Italie,,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,ENDURANCE CAPITAL |  Allemagne - PE specialist 1 (Majoritaire) Ticket unitaire:  2 - 20 M€    VE:  5 - 150 M€ Secteur:  Tous secteurs Zones géographiques:  République tchèque    DACH,,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,"SILVER INVESTMENT PARTNERS |  Allemagne - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  2 - 15 M€    VE:  15 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  DACH",,,,,,,,,,,,,,,,,,
Italie - PE specialist,"Internet et e-commerce, ",ALIANTE PARTNERS |  Italie - PE specialist 1 (Majoritaire) Ticket unitaire:  5 - 50 M€    VE:  10 - 150 M€ Secteur:  Internet et e-commerce    Biens de consommation Zones géographiques:  Amérique du Nord    Espagne    Allemagne    Italie    France,,,,,,,,,,,,,,,,,,
Espagne - PE specialist,Tous secteurs,"MERIDIA CAPITAL |  Espagne - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  10 - 20 M€    VE:  20 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  Espagne",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,FIDELIUM PARTNERS |  Allemagne - PE specialist 1 (Majoritaire) Ticket unitaire:  5 - 20 M€    VE:  30 - 500 M€ Secteur:  Tous secteurs Zones géographiques:  Espagne    Italie    France    Europe de l'Ouest,,,,,,,,,,,,,,,,,,
Suisse - Family Office,"Tous secteurs, Tous secteurs","WINTERBERG GROUP |  Suisse - Family Office 1 (Majoritaire, Minoritaire) Ticket unitaire:  1 - 10 M€    VE:  5 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  Europe 2 (Venture (Seed), Venture (Serie A)) Ticket unitaire:  0 - 5 M€    VE:  0 - 0 M€ Secteur:  Tous secteurs Zones géographiques:  Europe",,,,,,,,,,,,,,,,,,
Pays-Bas - PE specialist,,"ICELAKE |  Pays-Bas - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  10 - 50 M€    VE:  25 - 250 M€ Secteur:  Zones géographiques:  Benelux",,,,,,,,,,,,,,,,,,
Espagne - PE specialist,Tous secteurs,"ENDURANCE PARTNERS |  Espagne - PE specialist 1 (Retournement, Majoritaire) Ticket unitaire:  5 - 50 M€    VE:  50 - 250 M€ Secteur:  Tous secteurs Zones géographiques:  Espagne",,,,,,,,,,,,,,,,,,
